UNIQUE,YEAR,DATECAPTURE,PLANID,ST,AREA,CARRIER,PLANNAME,METAL,PLANTYPE,PREMIC,PREMI27,PREMI50,PREMI2C30,PREMC2C30
,2023,11/3/22,54235NY0010031-06,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010031-06,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010031-04,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010031-04,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010031-06,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010031-04,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP Dep 29,Silver,2,,1424.63,1424.63,2849.25,4060.18
,2023,11/3/22,54235NY0010032,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010032,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010002,NY,NY03,UnitedHealthcare,P UHC Compass Std $15/35 FP Dep 29,Platinum,2,,2212.33,2212.33,4424.66,6305.14
,2023,11/3/22,54235NY0010002,NY,NY08,UnitedHealthcare,P UHC Compass Std $15/35 FP Dep 29,Platinum,2,,2212.33,2212.33,4424.66,6305.14
,2023,11/3/22,54235NY0010002,NY,NY04,UnitedHealthcare,P UHC Compass Std $15/35 FP Dep 29,Platinum,2,,2212.33,2212.33,4424.66,6305.14
,2023,11/3/22,54235NY0010032,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010003,NY,NY04,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,,1459.58,1459.58,2919.16,4159.8
,2023,11/3/22,54235NY0010034,NY,NY03,UnitedHealthcare,B UHC Compass Std HSA $6100 FP Dep 29,Expanded_bronze,2,,1095.46,1095.46,2190.94,3122.08
,2023,11/3/22,54235NY0010003,NY,NY03,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,,1459.58,1459.58,2919.16,4159.8
,2023,11/3/22,54235NY0010034,NY,NY04,UnitedHealthcare,B UHC Compass Std HSA $6100 FP Dep 29,Expanded_bronze,2,,1095.46,1095.46,2190.94,3122.08
,2023,11/3/22,54235NY0010021,NY,NY04,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,601.35,,,,
,2023,11/3/22,54235NY0010021,NY,NY03,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,601.35,,,,
,2023,11/3/22,54235NY0010034,NY,NY08,UnitedHealthcare,B UHC Compass Std HSA $6100 FP Dep 29,Expanded_bronze,2,,1095.46,1095.46,2190.94,3122.08
,2023,11/3/22,54235NY0010003,NY,NY08,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,,1459.58,1459.58,2919.16,4159.8
,2023,11/3/22,54235NY0010032-04,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010032-04,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010032-04,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010004,NY,NY08,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP Dep 29,Gold,2,,1825.93,1825.93,3651.87,5203.91
,2023,11/3/22,54235NY0010004,NY,NY03,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP Dep 29,Gold,2,,1825.93,1825.93,3651.87,5203.91
,2023,11/3/22,54235NY0010030,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010004,NY,NY04,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP Dep 29,Gold,2,,1825.93,1825.93,3651.87,5203.91
,2023,11/3/22,54235NY0010030,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010030,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010014,NY,NY03,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP Dep 29,Expanded_bronze,2,,1166.77,1166.77,2333.55,3325.31
,2023,11/3/22,54235NY0010014,NY,NY04,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP Dep 29,Expanded_bronze,2,,1166.77,1166.77,2333.55,3325.31
,2023,11/3/22,54235NY0010014,NY,NY08,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP Dep 29,Expanded_bronze,2,,1166.77,1166.77,2333.55,3325.31
,2023,11/3/22,54235NY0010013,NY,NY03,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,,932.67,932.67,1865.35,2658.12
,2023,11/3/22,54235NY0010013,NY,NY04,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,,932.67,932.67,1865.35,2658.12
,2023,11/3/22,54235NY0010013,NY,NY08,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,,932.67,932.67,1865.35,2658.12
,2023,11/3/22,54235NY0010019,NY,NY03,UnitedHealthcare,P UHC Compass Std $15/35 FP,Platinum,2,728.6,,,,
,2023,11/3/22,54235NY0010019,NY,NY08,UnitedHealthcare,P UHC Compass Std $15/35 FP,Platinum,2,728.6,,,,
,2023,11/3/22,54235NY0010019,NY,NY04,UnitedHealthcare,P UHC Compass Std $15/35 FP,Platinum,2,728.6,,,,
,2023,11/3/22,54235NY0010015,NY,NY04,UnitedHealthcare,C UHC Compass Std $8700 FP,Catastrophic,2,,632.16,632.16,1264.33,1801.67
,2023,11/3/22,54235NY0010015,NY,NY03,UnitedHealthcare,C UHC Compass Std $8700 FP,Catastrophic,2,,632.16,632.16,1264.33,1801.67
,2023,11/3/22,54235NY0010032-06,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010015,NY,NY08,UnitedHealthcare,C UHC Compass Std $8700 FP,Catastrophic,2,,632.16,632.16,1264.33,1801.67
,2023,11/3/22,54235NY0010032-06,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010032-06,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 94 CSR FP,Silver,2,469.18,,,,
,2023,11/3/22,54235NY0010023-06,NY,NY03,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,500.12,,,,
,2023,11/3/22,54235NY0010023-06,NY,NY08,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,500.12,,,,
,2023,11/3/22,54235NY0010023-06,NY,NY04,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,500.12,,,,
,2023,11/3/22,54235NY0010005-06,NY,NY08,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,,1213.87,1213.87,2427.74,3459.53
,2023,11/3/22,54235NY0010021,NY,NY08,UnitedHealthcare,G UHC Compass Std $600 $25/40 FP,Gold,2,601.35,,,,
,2023,11/3/22,54235NY0010005-06,NY,NY04,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,,1213.87,1213.87,2427.74,3459.53
,2023,11/3/22,54235NY0010005-06,NY,NY03,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP,Silver,2,,1213.87,1213.87,2427.74,3459.53
,2023,11/3/22,54235NY0010006-06,NY,NY08,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP Dep 29,Silver,2,,1518.55,1518.55,3037.1,4327.87
,2023,11/3/22,54235NY0010006-06,NY,NY03,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP Dep 29,Silver,2,,1518.55,1518.55,3037.1,4327.87
,2023,11/3/22,54235NY0010006-06,NY,NY04,UnitedHealthcare,S UHC Compass Std $1300 $30/50 94 CSR FP Dep 29,Silver,2,,1518.55,1518.55,3037.1,4327.87
,2023,11/3/22,54235NY0010025,NY,NY03,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,384.26,,,,
,2023,11/3/22,54235NY0010025,NY,NY08,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,384.26,,,,
,2023,11/3/22,54235NY0010035,NY,NY03,UnitedHealthcare,B UHC Compass Std HSA $6100 FP,Expanded_bronze,2,360.77,,,,
,2023,11/3/22,54235NY0010035,NY,NY08,UnitedHealthcare,B UHC Compass Std HSA $6100 FP,Expanded_bronze,2,360.77,,,,
,2023,11/3/22,54235NY0010030-04,NY,NY03,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010035,NY,NY04,UnitedHealthcare,B UHC Compass Std HSA $6100 FP,Expanded_bronze,2,360.77,,,,
,2023,11/3/22,54235NY0010030-04,NY,NY04,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010030-04,NY,NY08,UnitedHealthcare,S UHC Compass $40/75 73 CSR FP,Silver,2,,1138.79,1138.79,2277.58,3245.55
,2023,11/3/22,54235NY0010025,NY,NY04,UnitedHealthcare,B UHC Compass Std $4700 $50/75 FP,Expanded_bronze,2,384.26,,,,
,2023,11/7/22,94788NY0280129,NY,NY07,CDPHP,"HMO Hybrid 13, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1424.33,1424.33,2421.36,4059.34
,2023,11/7/22,94788NY0280129,NY,NY06,CDPHP,"HMO Hybrid 13, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1500.73,1500.73,2551.24,4277.08
,2023,11/7/22,94788NY0280064,NY,NY07,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP Dep 29",Platinum,2,,1427.51,1427.51,2426.77,4068.41
,2023,11/7/22,94788NY0280129,NY,NY03,CDPHP,"HMO Hybrid 13, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1252,1252,2128.39,3568.19
,2023,11/7/22,94788NY0280129,NY,NY01,CDPHP,"HMO Hybrid 13, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1166.08,1166.08,1982.34,3323.34
,2023,11/7/22,94788NY0280064,NY,NY01,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP Dep 29",Platinum,2,,1168.67,1168.67,1986.73,3330.7
,2023,11/7/22,94788NY0280064,NY,NY03,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP Dep 29",Platinum,2,,1254.78,1254.78,2133.12,3576.12
,2023,11/7/22,94788NY0280149,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,778.89,778.89,1324.11,2219.84
,2023,11/7/22,94788NY0280149,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,834.87,834.87,1419.29,2379.39
,2023,11/7/22,94788NY0280147,NY,NY07,CDPHP,"HMO Copayment 14, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1452.1,1452.1,2468.58,4138.5
,2023,11/7/22,94788NY0280149,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,996.96,996.96,1694.83,2841.34
,2023,11/7/22,94788NY0280147,NY,NY06,CDPHP,"HMO Copayment 14, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1530.06,1530.06,2601.09,4360.66
,2023,11/7/22,94788NY0280149,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,947.17,947.17,1610.2,2699.45
,2023,11/7/22,94788NY0280147,NY,NY03,CDPHP,"HMO Copayment 14, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1276.28,1276.28,2169.67,3637.39
,2023,11/7/22,94788NY0280064,NY,NY06,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP Dep 29",Platinum,2,,1504.09,1504.09,2556.95,4286.66
,2023,11/7/22,94788NY0280147,NY,NY01,CDPHP,"HMO Copayment 14, Platinum, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Platinum,2,,1188.62,1188.62,2020.66,3387.57
,2023,11/7/22,94788NY0280066-05,NY,NY07,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP Dep 29",Silver,2,,950.43,950.43,1615.73,2708.72
,2023,11/7/22,94788NY0280066-05,NY,NY06,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP Dep 29",Silver,2,,1000.4,1000.4,1700.67,2851.13
,2023,11/7/22,94788NY0280066-05,NY,NY03,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP Dep 29",Silver,2,,837.72,837.72,1424.12,2387.5
,2023,11/7/22,94788NY0280066-05,NY,NY01,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP Dep 29",Silver,2,,781.53,781.53,1328.6,2227.36
,2023,11/7/22,94788NY0280021-04,NY,NY07,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,927.09,927.09,1576.06,2642.22
,2023,11/7/22,94788NY0280021-04,NY,NY06,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,975.76,975.76,1658.79,2780.92
,2023,11/7/22,94788NY0280021-04,NY,NY03,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,817.32,817.32,1389.44,2329.36
,2023,11/7/22,94788NY0280082-04,NY,NY07,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,390.67,,,,
,2023,11/7/22,94788NY0280082-04,NY,NY06,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,411.21,,,,
,2023,11/7/22,94788NY0280082-04,NY,NY03,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,344.35,,,,
,2023,11/7/22,94788NY0280082-04,NY,NY01,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,321.26,,,,
,2023,11/7/22,94788NY0280021-04,NY,NY01,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,762.6,762.6,1296.41,2173.4
,2023,11/7/22,94788NY0280082-06,NY,NY07,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,390.67,,,,
,2023,11/7/22,94788NY0280082-06,NY,NY06,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,411.21,,,,
,2023,11/7/22,94788NY0280082-06,NY,NY03,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,344.35,,,,
,2023,11/7/22,94788NY0280082-05,NY,NY07,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,390.67,,,,
,2023,11/7/22,94788NY0280082-06,NY,NY01,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,321.26,,,,
,2023,11/7/22,94788NY0280082-05,NY,NY06,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,411.21,,,,
,2023,11/7/22,94788NY0280082-05,NY,NY03,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,344.35,,,,
,2023,11/7/22,94788NY0280082-05,NY,NY01,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,321.26,,,,
,2023,11/7/22,94788NY0280053,NY,NY07,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP",Platinum,2,,1424.14,1424.14,2421.04,4058.81
,2023,11/7/22,94788NY0280053,NY,NY03,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP",Platinum,2,,1251.83,1251.83,2128.11,3567.72
,2023,11/7/22,94788NY0280053,NY,NY01,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP",Platinum,2,,1165.93,1165.93,1982.09,3322.91
,2023,11/7/22,94788NY0280150-05,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,836.79,836.79,1422.55,2384.86
,2023,11/7/22,94788NY0280150-05,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,780.67,780.67,1327.14,2224.92
,2023,11/7/22,94788NY0280150-05,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,949.37,949.37,1613.93,2705.71
,2023,11/7/22,94788NY0280150-05,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,999.28,999.28,1698.78,2847.95
,2023,11/7/22,94788NY0280053,NY,NY06,CDPHP,"HMO Copayment 10, Platinum, ST, INN DP FP",Platinum,2,,1500.53,1500.53,2550.91,4276.52
,2023,11/7/22,94788NY0280055-04,NY,NY07,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,948.23,948.23,1611.99,2702.45
,2023,11/7/22,94788NY0280055-04,NY,NY06,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,998.07,998.07,1696.73,2844.51
,2023,11/7/22,94788NY0280055-04,NY,NY03,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,835.8,835.8,1420.85,2382.02
,2023,11/7/22,94788NY0280055-04,NY,NY01,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,779.75,779.75,1325.57,2222.28
,2023,11/7/22,94788NY0280150,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,949.37,949.37,1613.93,2705.71
,2023,11/7/22,94788NY0280150,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,999.28,999.28,1698.78,2847.95
,2023,11/7/22,94788NY0280150,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,836.79,836.79,1422.55,2384.86
,2023,11/7/22,94788NY0280150,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,780.67,780.67,1327.14,2224.92
,2023,11/7/22,94788NY0280055,NY,NY07,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,948.23,948.23,1611.99,2702.45
,2023,11/7/22,94788NY0280055,NY,NY06,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,998.07,998.07,1696.73,2844.51
,2023,11/7/22,94788NY0280055,NY,NY03,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,835.8,835.8,1420.85,2382.02
,2023,11/7/22,94788NY0280055,NY,NY01,CDPHP,"HMO Copayment 30, Silver, ST, INN DP FP",Silver,2,,779.75,779.75,1325.57,2222.28
,2023,11/7/22,94788NY0280132,NY,NY07,CDPHP,"HMO Hybrid 23, Gold, NS, INN,  Adult Vision, Lasik, Wellness DP FP Dep 29",Gold,2,,1187.45,1187.45,2018.67,3384.23
,2023,11/7/22,94788NY0280132,NY,NY01,CDPHP,"HMO Hybrid 23, Gold, NS, INN,  Adult Vision, Lasik, Wellness DP FP Dep 29",Gold,2,,973.87,973.87,1655.57,2775.52
,2023,11/7/22,94788NY0280132,NY,NY03,CDPHP,"HMO Hybrid 23, Gold, NS, INN,  Adult Vision, Lasik, Wellness DP FP Dep 29",Gold,2,,1044.92,1044.92,1776.36,2978.02
,2023,11/7/22,94788NY0280148,NY,NY07,CDPHP,"HMO Copayment 14, Platinum, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Platinum,2,,1455.54,1455.54,2474.42,4148.3
,2023,11/7/22,94788NY0280148,NY,NY03,CDPHP,"HMO Copayment 14, Platinum, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Platinum,2,,1279.28,1279.28,2174.78,3645.95
,2023,11/7/22,94788NY0280148,NY,NY01,CDPHP,"HMO Copayment 14, Platinum, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Platinum,2,,1191.41,1191.41,2025.4,3395.53
,2023,11/7/22,94788NY0280152,NY,NY07,CDPHP,"HDHMO 60, Bronze, ST, 3PCP, INN DP FP Dep 29",Bronze,2,,721.38,721.38,1226.34,2055.93
,2023,11/7/22,94788NY0280132,NY,NY06,CDPHP,"HMO Hybrid 23, Gold, NS, INN,  Adult Vision, Lasik, Wellness DP FP Dep 29",Gold,2,,1250.64,1250.64,2126.09,3564.32
,2023,11/7/22,94788NY0280152,NY,NY03,CDPHP,"HDHMO 60, Bronze, ST, 3PCP, INN DP FP Dep 29",Bronze,2,,637.49,637.49,1083.73,1816.83
,2023,11/7/22,94788NY0280152,NY,NY01,CDPHP,"HDHMO 60, Bronze, ST, 3PCP, INN DP FP Dep 29",Bronze,2,,595.66,595.66,1012.63,1697.64
,2023,11/7/22,94788NY0280082,NY,NY07,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,390.67,,,,
,2023,11/7/22,94788NY0280148,NY,NY06,CDPHP,"HMO Copayment 14, Platinum, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Platinum,2,,1533.69,1533.69,2607.26,4371
,2023,11/7/22,94788NY0280152,NY,NY06,CDPHP,"HDHMO 60, Bronze, ST, 3PCP, INN DP FP Dep 29",Bronze,2,,758.57,758.57,1289.57,2161.92
,2023,11/7/22,94788NY0280082,NY,NY06,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,411.21,,,,
,2023,11/7/22,94788NY0280082,NY,NY01,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,321.26,,,,
,2023,11/7/22,94788NY0280082,NY,NY03,CDPHP,"HMO Copayment 30, Silver Child Only, ST, INN DP FP",Silver,2,344.35,,,,
,2023,11/7/22,94788NY0280029,NY,NY06,CDPHP,"HDHMO HSA Qualified 44, Bronze, HSA, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Bronze,2,,732.71,732.71,1245.6,2088.22
,2023,11/7/22,94788NY0280029,NY,NY07,CDPHP,"HDHMO HSA Qualified 44, Bronze, HSA, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Bronze,2,,696.88,696.88,1184.7,1986.11
,2023,11/7/22,94788NY0280029,NY,NY03,CDPHP,"HDHMO HSA Qualified 44, Bronze, HSA, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Bronze,2,,616.07,616.07,1047.32,1755.8
,2023,11/7/22,94788NY0280029,NY,NY01,CDPHP,"HDHMO HSA Qualified 44, Bronze, HSA, NS, INN, , Adult Vision, Lasik, Wellness DP FP",Bronze,2,,575.79,575.79,978.84,1640.99
,2023,11/7/22,94788NY0280149-06,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,947.17,947.17,1610.2,2699.45
,2023,11/7/22,94788NY0280149-06,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,834.87,834.87,1419.29,2379.39
,2023,11/7/22,94788NY0280149-06,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,778.89,778.89,1324.11,2219.84
,2023,11/7/22,94788NY0280149-04,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,947.17,947.17,1610.2,2699.45
,2023,11/7/22,94788NY0280149-04,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,996.96,996.96,1694.83,2841.34
,2023,11/7/22,94788NY0280149-04,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,778.89,778.89,1324.11,2219.84
,2023,11/7/22,94788NY0280150-06,NY,NY07,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,949.37,949.37,1613.93,2705.71
,2023,11/7/22,94788NY0280150-06,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,836.79,836.79,1422.55,2384.86
,2023,11/7/22,94788NY0280150-06,NY,NY01,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,780.67,780.67,1327.14,2224.92
,2023,11/7/22,94788NY0280149-04,NY,NY03,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,834.87,834.87,1419.29,2379.39
,2023,11/7/22,94788NY0280149-06,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,996.96,996.96,1694.83,2841.34
,2023,11/7/22,94788NY0280150-06,NY,NY06,CDPHP,"HDHMO HSA Qualified 35 Silver, HSA, NS, INN Adult Vision, Lasik, Wellness DP FP Dep 29",Silver,2,,999.28,999.28,1698.78,2847.95
,2023,11/7/22,94788NY0280021,NY,NY07,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,927.09,927.09,1576.06,2642.22
,2023,11/7/22,94788NY0280021,NY,NY06,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,975.76,975.76,1658.79,2780.92
,2023,11/7/22,94788NY0280021,NY,NY03,CDPHP,"HDHMO HSA Qualified 33, Silver, HSA, NS, INN, Adult Vision, Lasik, Wellness DP FP",Silver,2,,817.32,817.32,1389.44,2329.36
